;satisfaction_level;last_evaluation;number_project;average_montly_hours;time_spend_company;Work_accident;left;promotion_last_5years;sales
8732;51.0;0.72;3;148;2;0;0;0;accounting
8733;74.0;0.58;3;220;2;0;0;0;hr
8734;86.0;0.73;3;241;3;0;0;0;hr
8735;85.0;0.51;3;242;3;0;0;0;hr
8736;63.0;0.85;2;156;3;1;0;0;hr
8737;74.0;0.87;3;155;3;0;0;0;technical
8738;60.0;0.5;3;211;3;0;0;0;technical
8739;69.0;0.82;4;137;2;1;0;0;technical
8740;56.00000000000001;0.96;2;269;2;0;0;0;technical
8741;50.0;0.67;2;142;3;0;0;0;technical
8742;84.0;0.5;5;267;2;0;0;0;technical
8743;93.0;0.48;5;134;6;0;0;0;technical
8744;12.0;0.5;5;287;4;0;0;0;technical
8745;52.0;0.58;4;134;3;0;0;0;technical
8746;60.0;0.54;3;185;2;0;0;0;technical
8747;71.0;1.0;3;181;4;0;0;0;technical
8748;21.0;0.81;5;169;4;0;0;0;support
8749;15.0;0.84;3;201;6;0;0;0;support
8750;38.0;0.55;2;215;6;0;0;0;support
8751;27.0;0.86;3;222;5;0;0;0;support
8752;86.0;0.64;4;137;2;0;0;0;support
8753;17.0;0.52;6;176;5;0;0;0;support
8754;66.0;0.69;3;257;2;0;0;0;support
8755;95.0;0.51;3;224;4;0;0;0;support
8756;59.0;0.92;5;226;3;0;0;0;support
8757;49.0;0.61;5;196;3;0;0;0;support
8758;90.0;0.88;5;256;4;0;0;0;support
8759;98.0;0.81;3;153;4;0;0;0;technical
8760;52.0;1.0;4;221;3;0;0;0;technical
8761;12.0;0.95;3;236;3;0;0;0;technical
8762;91.0;0.67;5;137;3;0;0;0;management
8763;99.0;0.62;4;256;2;0;0;0;IT
8764;49.0;0.8;4;161;2;0;0;0;IT
8765;92.0;0.51;4;167;3;1;0;0;IT
8766;21.0;0.84;3;194;2;0;0;0;IT
8767;89.0;0.9;3;231;3;0;0;0;IT
8768;84.0;0.81;4;152;2;1;0;0;product_mng
8769;72.0;0.68;3;150;3;1;0;0;product_mng
8770;56.99999999999999;0.46;3;207;3;0;0;0;product_mng
8771;90.0;0.69;4;172;3;0;0;0;product_mng
8772;59.0;0.75;2;273;2;0;0;0;IT
8773;97.0;0.69;4;134;3;0;0;0;RandD
8774;56.00000000000001;0.85;3;109;2;0;0;0;RandD
8775;78.0;0.59;4;124;3;1;0;0;RandD
8776;64.0;0.72;4;253;4;0;0;0;RandD
8777;57.99999999999999;0.9;5;224;3;0;0;0;RandD
8778;68.0;0.58;3;217;2;0;0;0;marketing
8779;82.0;0.73;3;148;4;0;0;0;sales
8780;83.0;0.78;5;240;3;0;0;0;accounting
8781;49.0;0.49;2;226;3;0;0;0;support
8782;56.99999999999999;0.95;4;176;3;0;0;0;technical
8783;66.0;0.93;4;248;3;0;0;0;management
8784;78.0;0.6;2;206;2;0;0;0;marketing
8785;55.00000000000001;0.8;3;192;3;1;0;0;marketing
8786;98.0;0.62;3;140;4;0;0;0;marketing
8787;89.0;0.51;4;141;3;0;0;0;sales
8788;67.0;0.83;3;220;3;0;0;0;sales
8789;100.0;0.49;4;140;3;0;0;0;sales
8790;67.0;0.44;4;194;2;1;0;0;sales
8791;20.0;0.98;2;228;3;0;0;0;sales
8792;71.0;0.87;4;238;3;0;0;0;sales
8793;65.0;0.91;3;207;3;0;0;0;sales
8794;82.0;0.82;4;164;2;0;0;0;sales
8795;48.0;0.89;3;224;3;0;0;0;sales
8796;96.0;0.9;4;201;3;0;0;0;sales
8797;52.0;0.63;3;171;2;0;0;0;sales
8798;24.0;0.78;5;131;5;0;0;0;sales
8799;92.0;0.95;6;239;4;0;0;0;sales
8800;66.0;0.89;3;202;3;1;0;0;sales
8801;93.0;0.68;3;137;3;1;0;0;sales
8802;77.0;0.59;4;153;3;0;0;0;sales
8803;60.0;0.48;4;219;4;1;0;0;sales
8804;78.0;0.49;3;194;3;1;0;0;sales
8805;60.0;0.53;4;228;3;0;0;0;sales
8806;31.0;1.0;4;177;5;0;0;0;accounting
8807;49.0;0.68;3;181;3;0;0;0;accounting
8808;33.0;0.95;4;280;3;0;0;0;accounting
8809;76.0;0.91;3;133;2;0;0;0;hr
8810;65.0;0.63;3;237;3;0;0;0;hr
8811;88.0;0.75;5;152;3;0;0;0;hr
8812;52.0;0.92;5;280;6;1;0;0;hr
8813;48.0;0.5;6;253;4;0;0;0;technical
8814;20.0;0.59;5;105;4;0;0;0;technical
8815;93.0;0.84;3;159;3;0;0;0;technical
8816;55.00000000000001;0.92;4;257;2;0;0;0;technical
8817;73.0;0.64;3;202;4;0;0;0;technical
8818;56.99999999999999;0.56;3;241;3;0;0;0;technical
8819;63.0;0.8;3;267;3;0;0;0;technical
8820;23.0;0.88;4;175;6;0;0;0;technical
8821;93.0;0.53;3;257;2;1;0;0;technical
8822;78.0;0.86;4;240;3;0;0;0;technical
8823;75.0;0.73;5;181;3;1;0;0;technical
8824;61.0;0.82;3;271;3;0;0;0;support
8825;36.0;0.97;5;151;3;0;0;0;support
8826;59.0;0.67;2;168;3;0;0;0;support
8827;78.0;0.63;4;265;3;0;0;0;support
8828;93.0;0.53;5;204;2;0;0;0;support
8829;67.0;0.72;4;223;3;0;0;0;support
8830;52.0;0.63;4;136;2;0;0;0;support
8831;69.0;0.95;5;184;2;0;0;0;support
8832;25.0;0.8;5;186;4;1;0;0;support
8833;40.0;0.43;3;128;3;0;0;0;support
8834;98.0;0.83;5;211;3;0;0;0;support
8835;92.0;0.89;4;236;4;1;0;0;technical
8836;56.99999999999999;0.98;3;214;2;0;0;0;technical
8837;81.0;0.52;4;274;3;0;0;0;technical
8838;56.00000000000001;0.67;5;165;3;1;0;0;management
8839;86.0;0.71;5;235;4;0;0;0;IT
8840;74.0;0.9;4;189;2;0;0;0;IT
8841;56.99999999999999;0.61;3;112;5;0;0;0;IT
8842;90.0;0.64;3;163;3;0;0;0;IT
8843;80.0;0.57;3;162;2;0;0;0;IT
8844;22.0;0.8;4;149;5;0;0;0;product_mng
8845;73.0;0.84;4;238;2;0;0;0;product_mng
8846;48.0;0.47;3;160;3;0;0;0;product_mng
8847;52.0;0.94;3;263;3;0;0;0;product_mng
8848;53.0;0.71;4;271;3;0;0;0;IT
8849;97.0;0.48;4;221;3;0;0;0;RandD
8850;97.0;0.54;3;255;2;1;0;0;RandD
8851;54.0;0.88;4;170;4;0;0;0;RandD
8852;99.0;0.7;4;190;4;1;0;0;RandD
8853;79.0;0.76;4;216;4;0;0;0;RandD
8854;71.0;0.54;3;249;3;0;0;0;marketing
8855;82.0;0.76;3;174;3;0;0;0;sales
8856;60.0;0.7;4;265;4;1;0;0;accounting
8857;17.0;0.88;2;206;4;0;0;0;support
8858;73.0;0.6;4;222;3;0;0;0;technical
8859;69.0;0.54;5;152;3;1;0;0;management
8860;86.0;0.61;4;221;2;0;0;0;marketing
8861;67.0;0.55;5;239;2;0;0;0;marketing
8862;25.0;0.96;6;217;4;0;0;0;marketing
8863;65.0;0.66;3;164;2;0;0;0;sales
8864;81.0;0.56;3;142;3;0;0;0;sales
8865;57.99999999999999;0.53;4;181;3;1;0;0;sales
8866;14.000000000000002;0.57;4;207;5;0;0;0;sales
8867;15.0;0.37;2;167;3;0;0;0;sales
8868;98.0;0.51;3;243;2;0;0;0;sales
8869;91.0;0.5;4;231;3;0;0;0;sales
8870;86.0;0.71;4;250;3;1;0;0;sales
8871;56.00000000000001;0.63;3;145;2;0;0;0;sales
8872;57.99999999999999;0.77;4;190;6;0;0;0;sales
8873;54.0;0.64;2;128;2;0;0;0;sales
8874;59.0;0.99;5;254;3;1;0;0;sales
8875;92.0;0.88;3;145;4;1;0;0;sales
8876;82.0;0.8;4;246;3;0;0;0;sales
8877;86.0;0.68;5;246;2;0;0;0;sales
8878;66.0;0.77;5;236;3;0;0;0;sales
8879;85.0;0.66;3;234;3;0;0;0;sales
8880;80.0;0.6;3;247;2;0;0;0;sales
8881;99.0;0.61;3;154;3;0;0;0;sales
8882;25.0;0.45;3;228;5;0;0;0;accounting
8883;93.0;0.99;4;209;3;1;0;0;accounting
8884;50.0;0.54;5;173;2;0;0;0;accounting
8885;68.0;0.71;4;206;2;0;0;0;hr
8886;62.0;0.87;3;151;2;1;0;0;hr
8887;99.0;0.54;4;196;4;1;0;0;hr
8888;93.0;0.52;3;229;2;1;0;0;hr
8889;20.0;0.75;3;235;4;0;0;0;technical
8890;57.99999999999999;0.61;4;200;3;0;0;0;technical
8891;94.0;0.76;4;261;6;0;0;0;technical
8892;18.0;0.54;4;165;3;0;0;0;technical
8893;18.0;0.62;3;165;4;0;0;0;technical
8894;70.0;0.74;5;255;2;0;0;0;technical
8895;93.0;0.92;5;185;5;0;0;0;technical
8896;50.0;0.76;4;229;3;1;0;0;technical
8897;54.0;0.71;3;153;3;0;0;0;technical
8898;74.0;0.63;4;238;2;0;0;0;technical
8899;66.0;0.67;3;199;2;0;0;0;technical
8900;61.0;0.87;3;185;2;1;0;0;support
8901;74.0;0.98;3;196;6;1;0;0;support
8902;48.0;0.51;4;201;4;0;0;0;support
8903;65.0;0.84;3;189;2;1;0;0;support
8904;94.0;0.49;2;250;5;0;0;0;support
8905;91.0;0.79;4;254;2;0;0;0;support
8906;87.0;0.65;3;212;3;1;0;0;support
8907;23.0;0.79;5;196;5;1;0;0;support
8908;40.0;0.73;4;146;3;0;0;0;support
8909;68.0;0.85;3;250;3;0;0;0;support
8910;95.0;0.88;3;266;2;1;0;0;support
8911;63.0;0.96;4;133;2;0;0;0;technical
8912;47.0;0.53;4;181;3;0;0;0;technical
8913;20.0;0.5;6;282;6;1;0;0;technical
8914;72.0;0.84;2;173;2;1;0;0;management
8915;56.00000000000001;0.57;5;237;2;0;0;0;IT
8916;70.0;0.74;3;202;2;0;0;0;IT
8917;59.0;0.82;3;162;2;0;0;0;IT
8918;78.0;0.96;3;248;3;0;0;0;IT
8919;62.0;0.64;3;165;3;0;0;0;IT
8920;71.0;0.61;2;216;2;0;0;0;product_mng
8921;72.0;0.45;4;143;6;0;0;0;product_mng
8922;76.0;0.77;3;254;3;0;0;0;product_mng
8923;83.0;0.56;3;186;3;0;0;0;product_mng
8924;92.0;0.99;4;245;4;0;0;0;IT
8925;67.0;0.77;3;157;3;0;0;0;RandD
8926;56.00000000000001;0.45;3;184;3;0;0;0;RandD
8927;91.0;0.63;4;210;3;0;0;0;RandD
8928;56.00000000000001;0.86;4;137;2;1;0;0;RandD
8929;72.0;0.95;3;145;2;0;0;0;RandD
8930;56.00000000000001;0.86;4;181;3;0;0;0;marketing
8931;92.0;0.56;3;174;3;0;0;0;sales
8932;74.0;0.88;5;183;3;1;0;0;accounting
8933;88.0;0.84;4;171;4;1;0;0;support
8934;69.0;0.72;2;190;2;0;0;0;technical
8935;87.0;0.78;4;142;3;0;0;0;management
8936;98.0;0.5;3;198;3;0;0;0;marketing
8937;90.0;0.61;3;185;3;0;0;0;marketing
8938;49.0;0.87;4;171;3;1;0;0;marketing
8939;78.0;0.57;4;264;3;0;0;0;sales
8940;57.99999999999999;0.98;3;175;3;0;0;0;sales
8941;91.0;0.88;5;210;2;1;0;0;sales
8942;92.0;0.75;4;212;3;0;0;0;sales
8943;36.0;0.66;4;97;2;0;0;0;sales
8944;55.00000000000001;0.53;4;214;3;0;0;0;sales
8945;95.0;0.96;4;244;3;0;0;0;sales
8946;50.0;0.67;3;246;3;0;0;0;sales
8947;42.0;0.73;3;115;6;0;0;0;sales
8948;75.0;0.68;3;237;5;0;0;0;sales
8949;88.0;0.7;4;146;4;0;0;0;sales
8950;53.0;0.63;5;159;4;0;0;0;sales
8951;84.0;0.4;4;246;3;0;0;0;sales
8952;49.0;0.93;3;226;3;0;0;0;sales
8953;71.0;0.91;3;261;3;0;0;0;sales
8954;83.0;0.64;4;242;2;0;0;0;sales
8955;88.0;0.93;4;177;3;0;0;0;sales
8956;87.0;0.53;4;144;3;0;0;0;sales
8957;43.0;0.82;2;221;5;0;0;0;sales
8958;80.0;0.9;5;265;3;0;0;0;accounting
8959;32.0;0.67;5;224;4;1;0;0;accounting
8960;77.0;0.56;3;167;4;0;0;0;accounting
8961;97.0;0.77;3;245;3;0;0;0;hr
8962;98.0;0.63;4;232;2;0;0;0;hr
8963;62.0;0.64;5;229;2;0;0;0;hr
8964;53.0;0.94;4;128;6;0;0;0;hr
8965;93.0;0.49;3;211;2;0;0;0;technical
8966;51.0;0.91;4;194;2;0;0;0;technical
8967;76.0;0.76;4;214;3;0;0;0;technical
8968;69.0;0.89;3;216;4;0;0;0;technical
8969;57.99999999999999;0.6;4;222;3;0;0;0;technical
8970;98.0;0.77;4;144;4;0;0;0;technical
8971;57.99999999999999;0.54;3;287;6;0;0;0;technical
8972;56.99999999999999;0.97;4;224;4;0;0;0;technical
8973;84.0;0.79;4;157;4;0;0;0;technical
8974;15.0;0.67;5;216;6;0;0;0;technical
8975;88.0;0.72;5;181;4;0;0;0;technical
8976;69.0;0.99;3;133;3;0;0;0;support
8977;56.00000000000001;0.84;5;154;2;1;0;0;support
8978;49.0;0.58;3;265;3;0;0;0;support
8979;40.0;0.45;4;113;3;0;0;0;support
8980;67.0;0.36;3;280;4;0;0;0;support
8981;79.0;0.5;3;213;3;1;0;0;support
8982;47.0;0.44;5;255;5;1;0;0;support
8983;82.0;0.54;3;243;4;0;0;0;support
8984;82.0;0.87;3;206;2;0;0;0;support
8985;63.0;0.57;5;149;3;0;0;0;support
8986;91.0;0.53;2;273;3;0;0;0;support
8987;89.0;1.0;4;226;2;1;0;0;technical
8988;96.0;0.93;3;238;2;0;0;0;technical
8989;83.0;0.72;2;226;3;0;0;0;technical
8990;75.0;0.92;3;199;3;1;0;0;management
8991;75.0;0.82;5;202;3;1;0;0;IT
8992;41.0;0.69;2;152;4;1;0;0;IT
8993;96.0;0.94;3;167;3;0;0;0;IT
8994;57.99999999999999;0.79;4;130;3;0;0;0;IT
8995;74.0;0.89;3;229;3;0;0;0;IT
8996;78.0;0.74;4;261;3;1;0;0;product_mng
8997;50.0;0.72;3;182;2;1;0;0;product_mng
8998;100.0;0.52;4;198;3;0;0;0;product_mng
8999;85.0;0.91;3;244;3;0;0;0;product_mng
9000;82.0;0.89;4;275;3;0;0;0;IT
9001;19.0;0.81;5;245;5;0;0;0;RandD
9002;90.0;0.9;3;147;3;1;0;0;RandD
9003;59.0;1.0;4;275;3;0;0;0;RandD
9004;53.0;0.46;2;167;2;0;0;0;RandD
9005;56.99999999999999;0.5;5;149;5;1;0;0;RandD
9006;85.0;0.99;4;233;2;0;0;0;marketing
9007;64.0;0.67;5;167;2;0;0;0;sales
9008;56.99999999999999;0.54;3;159;3;1;0;0;accounting
9009;86.0;0.85;2;195;4;0;0;0;support
9010;60.0;0.7;5;229;2;0;0;0;technical
9011;17.0;0.76;4;199;5;0;0;0;management
9012;54.0;0.63;3;174;3;0;0;0;marketing
9013;35.0;0.78;5;275;4;0;0;0;marketing
9014;92.0;0.77;5;217;4;0;0;0;marketing
9015;66.0;1.0;4;192;2;0;0;0;sales
9016;83.0;0.9;4;195;3;0;0;0;sales
9017;89.0;0.86;3;261;4;0;0;0;sales
9018;94.0;0.61;4;199;3;0;0;0;sales
9019;24.0;0.85;4;160;5;0;0;0;sales
9020;69.0;0.8;3;177;4;0;0;0;sales
9021;45.0;0.46;3;179;2;1;0;0;sales
9022;78.0;0.93;4;161;3;0;0;0;sales
9023;91.0;0.38;5;279;5;0;0;0;sales
9024;63.0;0.65;4;246;6;1;0;0;sales
9025;71.0;0.8;4;199;2;0;0;0;sales
9026;73.0;0.69;3;161;3;0;0;0;sales
9027;69.0;0.52;5;219;3;0;0;0;sales
9028;52.0;0.57;5;162;3;0;0;0;sales
9029;78.0;0.66;4;258;3;0;0;0;sales
9030;94.0;0.69;3;269;3;0;0;0;sales
9031;55.00000000000001;0.73;4;201;3;0;0;0;sales
9032;43.0;0.38;2;278;3;1;0;0;sales
9033;77.0;0.66;3;147;2;0;0;0;sales
9034;59.0;0.8;5;247;3;0;0;0;accounting
9035;65.0;0.54;4;191;4;0;0;0;accounting
9036;82.0;0.37;2;280;3;0;0;0;accounting
9037;31.0;0.72;2;191;3;0;0;0;hr
9038;84.0;0.65;4;264;2;0;0;0;hr
9039;15.0;0.4;3;236;5;0;0;0;hr
9040;64.0;0.52;4;271;2;1;0;0;hr
9041;48.0;0.63;5;129;5;0;0;0;technical
9042;82.0;0.58;4;249;5;0;0;0;technical
9043;99.0;0.54;3;188;3;0;0;0;technical
9044;80.0;0.52;3;147;3;1;0;0;technical
9045;94.0;0.92;3;273;3;0;0;0;technical
9046;94.0;0.81;4;237;3;1;0;0;technical
9047;77.0;0.79;3;273;2;0;0;0;technical
9048;48.0;0.54;3;190;3;0;0;0;technical
9049;62.0;0.68;3;226;3;0;0;0;technical
9050;61.0;0.9;4;216;3;0;0;0;technical
9051;27.0;0.6;6;205;5;1;0;0;technical
9052;89.0;0.65;3;208;2;0;0;0;support
9053;57.99999999999999;0.81;4;266;2;0;0;0;support
9054;64.0;0.77;3;249;2;1;0;0;support
9055;73.0;0.88;5;134;2;1;0;0;support
9056;74.0;0.85;2;189;3;0;0;0;support
9057;75.0;0.82;4;143;2;0;0;0;support
9058;78.0;0.84;4;173;3;0;0;0;support
9059;18.0;0.95;6;248;3;0;0;0;support
9060;80.0;0.84;3;186;6;0;0;0;support
9061;89.0;0.64;5;191;3;0;0;0;support
9062;84.0;0.5;3;227;2;0;0;0;support
9063;64.0;0.38;2;269;5;0;0;0;technical
9064;53.0;0.82;3;254;3;1;0;0;technical
9065;15.0;0.66;4;180;4;0;0;0;technical
9066;66.0;0.62;3;144;3;0;0;0;management
9067;49.0;0.78;5;137;3;1;0;0;IT
9068;78.0;0.72;3;223;4;0;0;0;IT
9069;39.0;0.75;5;286;5;0;0;0;IT
9070;90.0;0.83;3;151;3;0;0;0;IT
9071;96.0;0.74;5;244;2;1;0;0;IT
9072;63.0;0.81;4;216;4;0;0;0;product_mng
9073;63.0;0.74;4;173;3;0;0;0;product_mng
9074;89.0;0.81;3;186;3;0;0;0;product_mng
9075;93.0;0.57;2;205;4;1;0;0;product_mng
9076;87.0;0.59;4;202;3;0;0;0;IT
9077;56.00000000000001;0.53;3;189;3;0;0;0;RandD
9078;97.0;0.55;4;181;5;1;0;0;RandD
9079;61.0;0.51;3;207;3;0;0;0;RandD
9080;73.0;0.46;4;240;4;1;0;0;RandD
9081;61.0;0.69;2;164;2;0;0;0;RandD
9082;99.0;0.71;4;212;2;0;0;0;marketing
9083;56.99999999999999;0.75;4;151;2;0;0;0;sales
9084;74.0;0.96;4;197;3;0;0;0;accounting
9085;86.0;0.61;5;265;3;0;0;0;support
9086;68.0;0.72;4;274;3;0;0;0;technical
9087;66.0;0.63;3;201;4;0;0;0;management
9088;86.0;0.89;3;250;2;0;0;0;marketing
9089;85.0;0.78;3;165;4;0;0;0;marketing
9090;98.0;0.53;5;186;3;0;0;0;marketing
9091;14.000000000000002;0.73;5;273;4;1;0;0;sales
9092;20.0;0.54;5;162;6;0;0;0;sales
9093;90.0;0.97;3;141;3;0;0;0;sales
9094;51.0;0.96;5;268;4;0;0;0;sales
9095;63.0;0.77;3;176;2;1;0;0;sales
9096;83.0;0.88;3;223;3;1;0;0;sales
9097;67.0;0.72;4;218;2;1;0;0;sales
9098;96.0;0.52;4;228;3;0;0;0;sales
9099;69.0;0.75;3;204;3;0;0;0;sales
9100;69.0;0.9;4;148;2;0;0;0;sales
9101;64.0;0.94;3;221;2;0;0;0;sales
9102;62.0;0.48;4;271;3;0;0;0;sales
9103;55.00000000000001;0.75;3;191;3;0;0;0;sales
9104;98.0;0.51;4;223;2;0;0;0;sales
9105;83.0;0.78;5;250;2;1;0;0;sales
9106;73.0;0.77;3;230;2;0;0;0;sales
9107;57.99999999999999;0.86;3;226;2;0;0;0;sales
9108;52.0;0.67;4;182;3;0;0;0;sales
9109;91.0;0.7;3;195;3;0;0;0;sales
9110;72.0;0.64;3;231;2;0;0;0;accounting
9111;70.0;0.74;3;224;3;0;0;0;accounting
9112;86.0;0.92;4;229;4;0;0;0;accounting
9113;82.0;0.57;2;158;3;1;0;0;hr
9114;83.0;0.78;4;242;3;1;0;0;hr
9115;99.0;0.64;3;183;3;0;0;0;hr
9116;88.0;0.58;5;213;4;0;0;0;hr
9117;68.0;0.74;4;263;2;1;0;0;technical
9118;90.0;0.49;3;237;2;0;0;0;technical
9119;59.0;0.67;6;126;3;0;0;0;technical
9120;76.0;0.71;6;168;2;0;0;0;technical
9121;23.0;0.63;5;151;4;1;0;0;technical
9122;80.0;0.85;4;239;3;0;0;0;technical
9123;62.0;0.49;4;174;3;0;0;0;technical
9124;28.000000000000004;0.46;5;277;6;0;0;0;technical
9125;81.0;0.97;3;133;3;0;0;0;technical
9126;64.0;0.91;4;150;3;0;0;0;technical
9127;76.0;0.6;5;244;3;1;0;0;technical
9128;79.0;0.87;3;232;2;0;0;0;support
9129;72.0;0.91;3;267;2;0;0;0;support
9130;22.0;0.59;5;162;2;0;0;0;support
9131;18.0;0.73;5;228;5;0;0;0;support
9132;91.0;0.49;2;180;3;0;0;0;support
9133;69.0;0.63;2;252;3;0;0;0;support
9134;91.0;0.66;5;212;3;0;0;0;support
9135;67.0;0.84;4;224;3;0;0;0;support
9136;98.0;0.62;2;240;3;1;0;0;support
9137;69.0;0.62;4;183;4;0;0;0;support
9138;96.0;0.74;5;160;5;1;0;0;support
9139;69.0;0.68;4;225;3;0;0;0;technical
9140;65.0;0.68;3;268;2;1;0;0;technical
9141;70.0;0.75;3;221;3;0;0;0;technical
9142;48.0;0.94;3;173;2;0;0;0;management
9143;48.0;0.51;4;103;4;0;0;0;IT
9144;16.0;0.89;4;196;3;1;0;0;IT
9145;72.0;0.97;3;239;3;0;0;0;IT
9146;91.0;0.71;3;171;2;0;0;0;IT
9147;74.0;0.54;3;243;3;0;0;0;IT
9148;56.00000000000001;0.56;2;153;2;0;0;0;product_mng
9149;56.00000000000001;0.41;6;142;3;0;0;0;product_mng
9150;88.0;0.55;5;168;2;0;0;0;product_mng
9151;86.0;0.9;5;180;4;0;0;0;product_mng
9152;66.0;0.84;4;186;3;0;0;0;IT
9153;41.0;0.45;3;236;2;0;0;0;RandD
9154;68.0;0.83;5;267;3;0;0;0;RandD
9155;59.0;0.47;3;129;2;0;0;0;RandD
9156;52.0;0.78;3;181;3;0;0;0;RandD
9157;30.0;0.54;2;99;2;0;0;0;RandD
9158;44.0;0.67;5;170;3;1;0;0;marketing
9159;75.0;0.64;3;195;3;0;0;0;sales
9160;23.0;0.94;4;149;6;0;0;0;accounting
9161;34.0;0.46;6;132;2;0;0;0;support
9162;52.0;0.59;3;164;3;0;0;0;technical
9163;79.0;0.83;4;250;2;0;0;0;management
9164;50.0;0.77;3;204;2;0;0;0;marketing
9165;89.0;0.65;3;210;3;0;0;0;marketing
9166;84.0;0.52;6;98;3;0;0;0;marketing
9167;26.0;0.47;3;241;4;0;0;0;sales
9168;56.99999999999999;0.96;5;203;4;0;0;0;sales
9169;14.000000000000002;0.99;3;257;4;1;0;0;sales
9170;94.0;0.62;5;201;2;0;0;0;sales
9171;30.0;0.58;2;124;3;0;0;0;sales
9172;28.999999999999996;0.43;6;175;3;0;0;0;sales
9173;82.0;0.75;3;161;3;0;0;0;sales
9174;62.0;0.75;4;183;4;1;0;0;sales
9175;64.0;0.99;5;262;5;0;0;0;sales
9176;17.0;0.52;4;184;4;0;0;0;sales
9177;75.0;0.56;3;207;3;0;0;0;sales
9178;49.0;0.73;4;185;3;0;0;0;sales
9179;84.0;0.58;4;180;2;0;0;0;sales
9180;48.0;0.96;4;224;2;1;0;0;sales
9181;54.0;0.53;3;184;3;0;0;0;sales
9182;76.0;0.99;5;252;3;1;0;0;sales
9183;77.0;0.84;4;196;3;0;0;0;sales
9184;95.0;0.97;4;203;2;0;0;0;sales
9185;72.0;0.83;4;181;3;0;0;0;sales
9186;74.0;0.67;4;148;3;0;0;0;accounting
9187;90.0;0.55;4;211;3;0;0;0;accounting
9188;67.0;0.55;3;246;3;0;0;0;accounting
9189;97.0;0.55;4;258;3;0;0;0;hr
9190;55.00000000000001;0.59;3;231;4;0;0;0;hr
9191;32.0;0.95;2;184;5;0;0;0;hr
9192;40.0;0.42;3;146;2;1;0;0;hr
9193;66.0;0.54;2;136;2;0;0;0;technical
9194;70.0;0.77;4;266;2;0;0;0;technical
9195;69.0;0.89;2;220;3;0;0;0;technical
9196;72.0;0.57;2;248;2;0;0;0;technical
9197;21.0;0.65;3;183;3;0;0;0;technical
9198;91.0;0.9;3;169;3;0;0;0;technical
9199;72.0;0.71;3;132;2;1;0;0;technical
9200;96.0;0.72;3;197;3;0;0;0;technical
9201;100.0;0.89;4;152;3;0;0;0;technical
9202;63.0;0.51;3;126;6;0;0;0;technical
9203;24.0;0.74;6;106;5;0;0;0;technical
9204;44.0;0.38;4;128;2;0;0;0;support
9205;92.0;0.57;3;191;3;0;0;0;support
9206;51.0;0.51;4;189;3;0;0;0;support
9207;77.0;0.71;5;141;3;0;0;0;support
9208;80.0;0.97;4;220;3;0;0;0;support
9209;84.0;0.46;5;118;3;0;0;0;support
9210;91.0;0.88;5;223;3;0;0;0;support
9211;64.0;0.61;3;263;3;0;0;0;support
9212;15.0;0.59;5;209;4;1;0;0;support
9213;74.0;0.58;4;193;3;0;0;0;support
9214;94.0;0.78;4;211;3;0;0;0;support
9215;56.99999999999999;0.58;3;192;3;0;0;0;technical
9216;92.0;0.63;5;156;3;0;0;0;technical
9217;76.0;0.54;5;278;2;1;0;0;technical
9218;73.0;0.92;3;199;3;1;0;0;management
9219;24.0;0.6;2;194;6;0;0;0;IT
9220;42.0;0.47;2;125;4;0;0;0;IT
9221;92.0;0.82;4;96;4;0;0;0;IT
9222;92.0;0.94;3;234;2;1;0;0;IT
9223;68.0;0.55;6;181;3;0;0;0;IT
9224;49.0;0.86;4;246;2;0;0;0;product_mng
9225;56.99999999999999;0.98;3;171;3;0;0;0;product_mng
9226;30.0;0.66;3;198;2;0;0;0;product_mng
9227;17.0;0.81;5;280;4;0;0;0;product_mng
9228;91.0;0.49;3;267;3;0;0;0;IT
9229;83.0;0.91;3;251;2;0;0;0;RandD
9230;87.0;0.76;5;182;3;0;0;0;RandD
9231;71.0;0.8;4;157;3;0;0;0;RandD
9232;88.0;0.5;3;206;2;0;0;0;RandD
9233;63.0;0.94;3;237;3;1;0;0;RandD
9234;99.0;0.58;2;166;3;0;0;0;marketing
9235;99.0;0.81;4;229;2;1;0;0;sales
9236;77.0;0.53;5;256;3;0;0;0;accounting
9237;64.0;0.69;5;114;6;0;0;0;support
9238;61.0;1.0;5;243;2;0;0;0;technical
9239;37.0;0.82;3;199;5;0;0;0;management
9240;19.0;1.0;4;188;4;1;0;0;marketing
9241;96.0;0.87;4;187;2;0;0;0;marketing
9242;80.0;0.62;4;216;2;0;0;0;marketing
9243;14.000000000000002;0.63;6;215;5;0;0;0;sales
9244;15.0;0.69;6;213;6;0;0;0;sales
9245;52.0;0.82;4;198;4;0;0;0;sales
9246;27.0;0.55;5;121;3;1;0;0;sales
9247;97.0;0.96;3;212;3;0;0;0;sales
9248;52.0;0.93;2;271;3;0;0;0;sales
9249;98.0;0.89;3;186;2;0;0;0;sales
9250;96.0;0.95;4;265;2;0;0;0;sales
9251;28.000000000000004;0.92;3;151;3;0;0;0;sales
9252;65.0;0.55;5;206;3;0;0;0;sales
9253;59.0;0.63;4;153;3;1;0;0;sales
9254;64.0;0.48;4;267;2;1;0;0;sales
9255;71.0;0.48;3;161;3;0;0;0;sales
9256;83.0;0.84;2;149;3;0;0;0;sales
9257;95.0;0.94;2;269;4;1;0;0;sales
9258;73.0;0.49;3;248;3;0;0;0;sales
