,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,sales,salary
6958,54.0,0.67,3,154,2,0,0,0,sales,high
6959,79.0,0.84,4,171,3,0,0,0,sales,low
6960,64.0,0.79,3,253,2,0,0,0,sales,low
6961,65.0,0.53,4,160,3,0,0,0,sales,low
6962,87.0,0.86,3,196,4,0,0,0,sales,low
6963,70.0,0.59,4,178,3,0,0,0,sales,low
6964,89.0,0.81,3,268,3,0,0,0,sales,low
6965,61.0,0.58,6,146,3,0,0,0,sales,low
6966,90.0,0.49,4,185,2,0,0,0,sales,low
6967,49.0,0.54,4,247,3,1,0,0,sales,medium
6968,85.0,0.97,4,210,2,0,0,0,sales,medium
6969,54.0,0.58,3,234,3,0,0,0,sales,medium
6970,64.0,0.57,4,271,2,0,0,0,sales,medium
6971,81.0,0.77,5,102,5,0,0,0,sales,medium
6972,49.0,0.66,3,163,3,0,0,0,sales,medium
6973,57.99999999999999,0.57,3,144,4,1,0,0,sales,medium
6974,62.0,0.49,3,172,3,0,0,0,sales,medium
6975,80.0,0.84,3,203,3,1,0,0,accounting,medium
6976,64.0,0.64,3,192,3,1,0,0,accounting,medium
6977,81.0,0.86,5,159,2,0,0,0,accounting,medium
6978,80.0,0.74,3,159,2,0,0,0,hr,medium
6979,92.0,0.81,4,206,2,0,0,0,hr,medium
6980,66.0,0.98,4,225,2,1,0,0,hr,medium
6981,79.0,0.89,3,252,2,0,0,0,hr,medium
6982,74.0,0.54,6,113,3,0,0,0,technical,medium
6983,79.0,0.74,3,238,2,0,0,0,technical,medium
6984,87.0,0.94,3,217,3,0,0,0,technical,medium
6985,49.0,0.57,4,145,2,0,0,0,technical,medium
6986,30.0,0.44,5,128,4,1,0,0,technical,medium
6987,85.0,0.89,4,177,3,0,0,0,technical,medium
6988,61.0,0.97,4,256,4,0,0,0,technical,medium
6989,68.0,0.55,3,182,3,1,0,0,technical,medium
6990,67.0,0.67,4,226,2,0,0,0,technical,high
6991,63.0,0.73,5,168,3,0,0,0,technical,low
6992,63.0,0.94,4,145,3,0,0,0,technical,medium
6993,50.0,0.88,4,172,4,0,0,0,support,medium
6994,70.0,0.55,4,233,2,0,0,0,support,medium
6995,18.0,0.46,5,202,4,0,0,0,support,medium
6996,77.0,0.55,5,255,2,0,0,0,support,medium
6997,78.0,0.61,3,257,3,0,0,0,support,medium
6998,54.0,0.77,3,185,3,0,0,0,support,medium
6999,90.0,0.69,3,231,4,0,0,0,support,medium
7000,56.00000000000001,0.76,3,207,2,0,0,0,support,medium
7001,63.0,0.81,3,215,3,0,0,0,support,medium
7002,68.0,0.75,5,243,3,1,0,0,support,low
7003,96.0,0.54,3,198,3,0,0,0,support,low
7004,85.0,0.87,6,232,6,0,0,0,technical,low
7005,82.0,0.66,4,150,3,0,0,0,technical,low
7006,44.0,0.39,2,188,3,0,0,0,technical,low
7007,86.0,0.97,4,155,3,0,0,0,management,low
7008,56.00000000000001,0.68,3,109,3,0,0,0,IT,low
7009,69.0,0.94,3,170,3,0,0,0,IT,high
7010,91.0,0.85,5,214,2,0,0,0,IT,low
7011,99.0,0.94,3,244,3,0,0,0,IT,high
7012,76.0,0.84,5,137,4,0,0,0,IT,high
7013,63.0,0.67,5,250,2,0,0,0,product_mng,low
7014,21.0,0.62,4,247,3,1,0,0,product_mng,low
7015,63.0,0.43,2,222,4,0,0,0,product_mng,high
7016,57.99999999999999,0.51,2,100,2,0,0,0,product_mng,low
7017,52.0,0.84,4,212,3,0,0,0,IT,medium
7018,89.0,0.64,3,184,5,0,0,0,RandD,high
7019,81.0,0.81,4,177,3,0,0,0,RandD,medium
7020,62.0,0.73,3,138,3,0,0,0,RandD,medium
7021,83.0,0.5,4,167,3,1,0,0,RandD,medium
7022,85.0,0.99,3,201,3,0,0,0,RandD,medium
7023,52.0,0.61,5,162,3,0,0,0,marketing,high
7024,56.99999999999999,0.97,5,126,5,0,0,0,sales,medium
7025,93.0,1.0,4,145,3,0,0,0,accounting,medium
7026,78.0,0.89,3,211,3,0,0,0,support,medium
7027,65.0,0.59,3,167,2,0,0,0,technical,high
7028,42.0,0.74,5,256,6,0,0,0,management,medium
7029,22.0,0.61,6,237,5,0,0,0,marketing,high
7030,71.0,0.96,5,135,4,1,0,0,marketing,low
7031,44.0,0.68,5,209,4,0,0,0,marketing,medium
7032,60.0,0.52,4,190,3,0,0,0,sales,medium
7033,68.0,0.61,3,134,4,0,0,0,sales,medium
7034,53.0,0.41,2,148,2,1,0,0,sales,medium
7035,80.0,0.82,4,202,3,0,0,0,sales,low
7036,97.0,0.82,4,176,2,0,0,0,sales,low
7037,47.0,0.47,2,221,6,0,0,0,sales,low
7038,96.0,0.93,3,156,3,0,0,0,sales,low
7039,81.0,0.45,6,98,3,0,0,0,sales,low
7040,86.0,0.65,4,134,4,0,0,0,sales,low
7041,59.0,0.82,4,203,4,1,0,0,sales,low
7042,53.0,0.97,3,189,3,0,0,0,sales,low
7043,56.99999999999999,0.86,3,258,2,0,0,0,sales,low
7044,70.0,0.48,4,237,3,0,0,0,sales,low
7045,57.99999999999999,0.59,4,224,3,0,0,0,sales,high
7046,43.0,0.86,5,125,3,1,0,0,sales,low
7047,92.0,0.82,4,207,4,0,0,0,sales,low
7048,24.0,0.7,5,194,3,0,0,0,sales,low
7049,67.0,0.52,3,273,3,0,0,0,sales,low
7050,68.0,0.84,3,209,3,0,0,0,sales,high
7051,54.0,0.75,3,181,3,0,0,0,accounting,low
7052,73.0,0.63,3,172,4,1,0,0,accounting,low
7053,59.0,0.41,4,139,3,0,0,0,accounting,low
7054,22.0,0.64,6,260,4,0,0,0,hr,high
7055,49.0,0.83,3,168,4,1,0,0,hr,low
7056,91.0,1.0,6,242,3,1,0,0,hr,medium
7057,18.0,0.97,4,206,3,0,0,0,hr,high
7058,71.0,0.41,5,107,4,0,0,0,technical,medium
7059,56.00000000000001,0.66,5,216,2,0,0,0,technical,high
7060,84.0,0.62,4,152,3,0,0,0,technical,medium
7061,59.0,0.49,5,122,5,0,0,0,technical,medium
7062,88.0,0.62,4,138,3,0,0,0,technical,medium
7063,80.0,0.52,3,182,2,0,0,0,technical,medium
7064,53.0,0.63,3,205,2,0,0,0,technical,medium
7065,53.0,0.83,3,267,4,0,0,0,technical,medium
7066,30.0,0.67,3,150,2,0,0,0,technical,medium
7067,91.0,0.7,4,134,2,0,0,0,technical,medium
7068,32.0,0.66,5,116,5,1,0,0,technical,high
7069,73.0,0.87,3,181,3,0,0,0,support,low
7070,87.0,0.54,3,268,3,0,0,0,support,medium
7071,56.99999999999999,0.73,3,129,3,0,0,0,support,medium
7072,62.0,0.94,3,151,4,0,0,0,support,medium
7073,55.00000000000001,0.91,3,243,4,0,0,0,support,medium
7074,93.0,0.57,5,143,2,0,0,0,support,medium
7075,30.0,0.47,6,156,2,1,0,0,support,medium
7076,56.99999999999999,0.7,3,210,2,0,0,0,support,medium
7077,90.0,0.85,4,279,6,0,0,0,support,medium
7078,83.0,0.79,4,270,3,1,0,0,support,medium
7079,38.0,0.64,5,160,3,0,0,0,support,high
7080,97.0,0.95,4,173,2,0,0,0,technical,low
7081,70.0,1.0,4,261,3,0,0,0,technical,low
7082,26.0,0.73,4,178,6,0,0,0,technical,low
7083,57.99999999999999,0.58,3,122,3,0,0,0,management,high
7084,69.0,0.57,5,227,4,0,0,0,IT,low
7085,88.0,0.6,2,168,3,0,0,0,IT,low
7086,56.99999999999999,0.91,4,252,4,0,0,0,IT,low
7087,94.0,0.8,5,170,4,0,0,0,IT,high
7088,94.0,0.58,3,135,3,0,0,0,IT,low
7089,46.0,0.49,5,286,5,0,0,0,product_mng,low
7090,49.0,0.57,2,213,3,1,0,0,product_mng,low
7091,96.0,1.0,5,148,3,0,0,0,product_mng,low
7092,28.999999999999996,0.95,5,117,4,0,0,0,product_mng,low
7093,94.0,0.69,3,164,2,0,0,0,IT,low
7094,56.00000000000001,0.64,3,262,2,1,0,0,RandD,low
7095,18.0,0.49,5,250,5,1,0,0,RandD,medium
7096,84.0,0.83,4,222,3,0,0,0,RandD,medium
7097,57.99999999999999,0.96,3,192,4,0,0,0,RandD,medium
7098,21.0,0.6,5,151,6,0,0,0,RandD,medium
7099,59.0,0.53,4,216,2,0,0,0,marketing,medium
7100,66.0,0.65,3,234,2,0,0,0,marketing,medium
7101,57.99999999999999,0.82,4,268,3,0,0,0,sales,medium
7102,66.0,0.49,4,194,5,0,0,0,accounting,medium
7103,56.00000000000001,0.78,3,200,2,0,0,0,support,medium
7104,92.0,0.78,3,194,3,0,0,0,technical,medium
7105,56.00000000000001,0.69,3,176,3,0,0,0,management,medium
7106,56.99999999999999,0.59,4,158,3,0,0,0,marketing,medium
7107,99.0,0.79,3,271,4,0,0,0,marketing,high
7108,76.0,0.93,4,187,4,0,0,0,marketing,low
7109,78.0,0.91,4,202,2,0,0,0,sales,medium
7110,99.0,0.48,5,202,2,0,0,0,sales,medium
7111,71.0,0.95,6,204,3,1,0,0,sales,medium
7112,51.0,0.96,4,204,3,1,0,0,sales,medium
7113,88.0,0.82,3,244,3,0,0,0,sales,low
7114,96.0,0.83,3,234,3,0,0,0,sales,low
7115,90.0,0.64,4,217,3,0,0,0,sales,low
7116,77.0,0.51,4,142,4,0,0,0,sales,low
7117,95.0,0.5,4,186,3,1,0,0,sales,low
7118,85.0,0.67,3,267,2,1,0,0,sales,low
7119,46.0,0.79,2,108,3,0,0,0,sales,low
7120,56.99999999999999,0.95,3,274,4,0,0,0,sales,low
7121,93.0,1.0,3,148,4,0,0,0,sales,low
7122,78.0,0.68,5,168,3,0,0,0,sales,low
7123,68.0,1.0,4,185,2,1,0,0,sales,low
7124,83.0,0.78,3,257,2,0,0,0,sales,low
7125,56.00000000000001,0.51,5,256,4,1,0,0,sales,low
7126,93.0,0.78,2,188,2,0,0,0,sales,low
7127,13.0,0.53,6,173,4,0,0,0,sales,low
7128,71.0,0.99,5,208,2,1,0,0,accounting,low
7129,98.0,0.74,4,202,3,0,0,0,accounting,low
7130,83.0,0.82,3,134,3,0,0,0,accounting,low
7131,78.0,0.65,3,154,2,0,0,0,hr,low
7132,35.0,0.58,3,103,3,0,0,0,hr,low
7133,67.0,0.55,4,256,6,0,0,0,hr,low
7134,86.0,0.88,4,274,3,0,0,0,hr,medium
7135,33.0,0.61,2,163,3,0,0,0,technical,medium
7136,30.0,0.86,6,232,3,0,0,0,technical,medium
7137,75.0,0.63,4,268,3,0,0,0,technical,medium
7138,80.0,0.98,3,209,3,0,0,0,technical,medium
7139,98.0,0.53,5,238,3,0,0,0,technical,medium
7140,72.0,0.48,3,155,2,0,0,0,technical,medium
7141,82.0,0.52,5,270,3,0,0,0,technical,medium
7142,91.0,0.59,3,134,2,1,0,0,technical,medium
7143,84.0,0.78,3,221,3,1,0,0,technical,medium
7144,95.0,0.74,4,258,3,0,0,0,technical,medium
7145,53.0,0.51,6,272,5,0,0,0,technical,medium
7146,50.0,0.5,4,184,3,0,0,0,support,high
7147,36.0,0.95,6,276,2,0,0,0,support,low
7148,33.0,0.38,4,186,3,0,0,0,support,medium
7149,38.0,0.47,3,189,5,0,0,0,support,medium
7150,70.0,0.9,3,224,3,0,0,0,support,medium
7151,44.0,0.45,6,237,6,0,0,0,support,medium
7152,32.0,0.66,3,144,2,0,0,0,support,low
7153,63.0,0.93,6,171,3,1,0,0,support,low
7154,56.00000000000001,0.54,3,232,2,0,0,0,support,low
7155,56.00000000000001,0.78,4,193,2,1,0,0,support,low
7156,81.0,0.78,3,166,2,0,0,0,support,low
7157,89.0,0.75,3,167,2,0,0,0,technical,low
7158,63.0,0.87,2,101,3,0,0,0,technical,low
7159,64.0,0.66,5,266,3,0,0,0,technical,low
7160,46.0,0.53,3,135,2,0,0,0,management,low
7161,76.0,0.56,4,137,3,0,0,0,IT,low
7162,99.0,0.71,3,191,3,0,0,0,IT,low
7163,85.0,0.76,4,262,2,0,0,0,IT,low
7164,78.0,0.99,3,174,3,0,0,0,IT,low
7165,91.0,0.56,4,241,2,0,0,0,IT,low
7166,16.0,0.57,5,144,4,1,0,0,product_mng,low
7167,71.0,0.57,3,218,3,0,0,0,product_mng,low
7168,92.0,0.68,5,210,2,0,0,0,product_mng,low
7169,21.0,0.98,6,208,5,1,0,0,product_mng,low
7170,74.0,0.6,3,232,3,0,0,0,IT,low
7171,76.0,0.6,3,140,2,0,0,0,RandD,low
7172,62.0,0.95,3,189,4,0,0,0,RandD,low
7173,100.0,0.61,5,264,3,0,0,0,RandD,medium
7174,67.0,0.54,5,157,2,0,0,0,RandD,medium
7175,81.0,0.87,4,161,2,0,0,0,RandD,medium
7176,84.0,0.69,4,149,3,0,0,0,marketing,medium
7177,84.0,0.99,3,144,4,0,0,0,sales,medium
7178,97.0,0.97,4,242,2,0,0,0,accounting,medium
7179,70.0,0.5,6,214,5,0,0,0,support,medium
7180,52.0,0.74,4,174,3,0,0,0,technical,medium
7181,46.0,0.88,5,169,3,0,0,0,management,medium
7182,100.0,0.87,4,268,2,0,0,0,marketing,medium
7183,91.0,0.58,3,257,3,0,0,0,marketing,medium
7184,16.0,0.69,4,187,5,0,0,0,marketing,medium
7185,57.99999999999999,0.62,5,270,2,0,0,0,sales,high
7186,75.0,0.61,5,173,4,0,0,0,sales,low
7187,96.0,0.62,6,193,4,0,0,0,sales,medium
7188,92.0,0.78,4,212,2,0,0,0,sales,medium
7189,35.0,0.63,3,156,3,0,0,0,sales,medium
7190,56.00000000000001,0.96,3,244,3,0,0,0,sales,medium
7191,27.0,0.96,3,255,4,0,0,0,sales,low
7192,66.0,0.72,5,152,3,1,0,0,sales,low
7193,66.0,0.98,4,163,3,1,0,0,sales,low
7194,98.0,0.69,3,150,2,0,0,0,sales,low
7195,51.0,0.58,4,169,2,0,0,0,sales,low
7196,51.0,0.83,3,133,3,0,0,0,sales,low
7197,53.0,0.94,4,202,3,1,0,0,sales,low
7198,69.0,0.7,4,169,2,0,0,0,sales,low
7199,66.0,0.74,4,270,2,1,0,0,sales,low
7200,89.0,0.76,3,251,2,1,0,0,sales,low
7201,74.0,0.64,3,267,5,0,0,0,sales,low
7202,82.0,0.75,4,224,3,0,0,0,sales,low
7203,66.0,0.9,3,250,2,0,0,0,sales,low
7204,59.0,0.97,3,258,2,0,0,0,accounting,low
7205,13.0,0.65,2,209,5,0,0,0,accounting,low
7206,68.0,0.74,4,215,3,0,0,0,accounting,low
7207,50.0,0.81,3,183,3,0,0,0,hr,low
7208,60.0,0.82,3,143,3,0,0,0,hr,low
7209,87.0,0.98,3,174,3,0,0,0,hr,low
7210,51.0,0.89,6,170,4,0,0,0,hr,low
7211,78.0,0.63,3,202,2,0,0,0,technical,low
7212,66.0,0.96,4,160,2,0,0,0,technical,medium
7213,72.0,0.73,5,211,2,0,0,0,technical,medium
7214,56.99999999999999,0.98,3,236,3,1,0,0,technical,medium
7215,50.0,0.49,4,236,3,0,0,0,technical,medium
7216,72.0,0.62,4,252,2,1,0,0,technical,medium
7217,41.0,0.48,3,155,2,1,0,0,technical,medium
7218,55.00000000000001,0.65,5,138,2,0,0,0,technical,medium
7219,49.0,0.94,4,195,3,1,0,0,technical,medium
7220,80.0,0.94,3,150,3,0,0,0,technical,medium
7221,78.0,0.51,3,172,3,0,0,0,technical,medium
7222,69.0,0.56,3,240,2,0,0,0,support,medium
7223,83.0,0.98,3,229,6,0,0,0,support,medium
7224,89.0,0.73,3,169,3,0,0,0,support,high
7225,94.0,0.82,3,246,3,0,0,0,support,low
7226,51.0,0.53,4,260,2,1,0,0,support,medium
7227,89.0,0.9,4,101,6,0,0,0,support,medium
7228,99.0,0.69,3,190,3,0,0,0,support,medium
7229,79.0,0.66,3,154,4,0,0,0,support,medium
7230,98.0,0.97,4,196,4,0,0,0,support,low
7231,98.0,0.97,3,209,3,0,0,0,support,low
7232,97.0,0.67,4,223,3,0,0,0,support,low
7233,71.0,0.71,4,221,3,0,0,0,technical,low
7234,49.0,0.6,4,141,3,0,0,0,technical,low
7235,72.0,0.71,3,135,3,0,0,0,technical,low
7236,57.99999999999999,0.61,2,191,3,1,0,0,management,low
7237,65.0,1.0,4,195,3,0,0,0,IT,low
7238,18.0,0.55,5,217,4,0,0,0,IT,low
7239,83.0,0.99,4,184,3,0,0,0,IT,low
7240,20.0,0.76,5,188,3,0,0,0,IT,low
7241,96.0,0.93,6,240,6,0,0,0,IT,low
7242,59.0,0.69,4,226,3,0,0,0,product_mng,low
7243,97.0,0.99,3,196,3,0,0,0,product_mng,low
7244,14.000000000000002,0.99,6,251,4,0,0,0,product_mng,low
7245,75.0,0.96,4,150,2,0,0,0,product_mng,low
7246,71.0,0.63,3,249,3,0,0,0,IT,low
7247,84.0,0.52,4,251,3,0,0,0,RandD,low
7248,56.99999999999999,0.75,5,252,3,0,0,0,RandD,medium
7249,46.0,0.55,5,261,5,0,0,0,RandD,medium
7250,77.0,0.94,4,225,2,0,0,0,RandD,medium
7251,44.0,0.65,2,151,3,0,0,0,RandD,medium
7252,68.0,0.59,4,147,2,0,0,0,marketing,medium
7253,94.0,0.58,4,159,3,0,0,0,sales,medium
7254,73.0,0.91,4,241,2,1,0,0,accounting,medium
7255,51.0,0.5,5,176,5,0,0,0,support,medium
7256,93.0,0.87,4,218,4,0,0,0,technical,medium
7257,74.0,1.0,4,219,3,0,0,0,management,medium
7258,82.0,0.9,3,227,3,0,0,0,marketing,medium
7259,86.0,0.91,4,182,2,0,0,0,marketing,medium
7260,99.0,0.86,4,196,2,1,0,0,marketing,high
7261,57.99999999999999,0.86,4,257,3,0,0,0,sales,low
7262,96.0,0.6,5,182,5,0,0,0,sales,medium
7263,72.0,0.67,4,192,3,0,0,0,sales,medium
7264,23.0,0.94,4,142,4,0,0,0,sales,medium
7265,99.0,0.79,4,172,2,0,0,0,sales,medium
7266,95.0,0.58,4,188,3,0,0,0,sales,low
7267,75.0,0.55,5,281,3,1,0,0,sales,low
7268,95.0,0.54,4,255,2,0,0,0,sales,low
7269,97.0,0.84,3,223,3,0,0,0,sales,low
7270,98.0,0.86,2,219,4,0,0,0,sales,low
7271,79.0,0.98,3,195,2,0,0,0,sales,low
7272,54.0,0.91,2,156,3,0,0,0,sales,low
7273,51.0,0.51,5,259,4,0,0,0,sales,low
7274,83.0,0.91,4,266,3,1,0,0,sales,low
7275,60.0,0.7,3,147,2,0,0,0,sales,low
7276,57.99999999999999,0.83,4,207,3,0,0,0,sales,low
7277,55.00000000000001,0.68,3,185,2,0,0,0,sales,low
7278,50.0,0.64,5,195,2,0,0,0,sales,low
7279,46.0,0.41,6,148,4,0,0,0,sales,low
7280,61.0,0.82,3,157,2,0,0,0,accounting,low
7281,91.0,0.98,4,146,3,0,0,0,accounting,low
7282,50.0,0.94,3,262,4,0,0,0,accounting,low
7283,75.0,0.82,3,169,3,0,0,0,hr,low
7284,74.0,0.87,3,192,3,1,0,0,hr,low
7285,62.0,0.53,4,147,2,0,0,0,hr,low
7286,87.0,0.76,5,254,2,1,0,0,hr,low
7287,13.0,0.72,3,244,4,0,0,0,technical,medium
7288,71.0,0.43,2,100,6,0,0,0,technical,medium
7289,70.0,0.9,3,173,2,0,0,0,technical,medium
7290,32.0,0.87,2,197,2,1,0,0,technical,medium
7291,84.0,0.72,3,256,4,0,0,0,technical,medium
7292,79.0,0.87,4,253,2,0,0,0,technical,medium
7293,97.0,0.64,4,152,2,0,0,0,technical,medium
7294,76.0,0.58,5,136,3,0,0,0,technical,medium
7295,97.0,0.63,3,141,3,0,0,0,technical,medium
7296,53.0,0.4,5,212,3,1,0,0,technical,medium
7297,61.0,0.57,4,144,3,0,0,0,technical,medium
7298,94.0,0.89,2,118,4,0,0,0,support,medium
7299,52.0,0.79,5,265,3,1,0,0,support,high
7300,91.0,0.67,3,143,3,0,0,0,support,low
7301,52.0,0.63,3,230,2,0,0,0,support,medium
7302,59.0,0.68,5,243,2,0,0,0,support,medium
7303,61.0,0.71,3,152,4,1,0,0,support,medium
7304,78.0,0.78,3,252,3,0,0,0,support,medium
7305,44.0,0.67,3,113,2,0,0,0,support,low
7306,80.0,0.97,4,259,2,0,0,0,support,low
7307,54.0,0.6,4,139,5,0,0,0,support,low
7308,96.0,0.91,4,228,3,1,0,0,support,low
7309,98.0,0.49,4,214,3,0,0,0,technical,low
7310,83.0,0.91,4,210,4,0,0,0,technical,low
7311,64.0,0.89,4,146,3,0,0,0,technical,low
7312,51.0,0.78,3,155,2,0,0,0,management,low
7313,31.0,0.42,2,169,5,0,0,0,IT,low
7314,53.0,0.68,3,258,3,0,0,0,IT,low
7315,81.0,0.53,3,258,2,0,0,0,IT,low
7316,17.0,0.85,3,168,4,0,0,0,IT,low
7317,72.0,0.98,3,211,2,0,0,0,IT,low
7318,49.0,0.49,2,245,3,0,0,0,product_mng,low
7319,81.0,0.95,3,204,2,0,0,0,product_mng,low
7320,75.0,0.98,2,161,3,0,0,0,product_mng,low
7321,74.0,0.73,3,267,3,0,0,0,product_mng,low
7322,82.0,0.73,3,183,3,0,0,0,IT,low
7323,36.0,0.4,2,105,3,0,0,0,RandD,low
7324,89.0,0.55,3,260,2,0,0,0,RandD,low
7325,78.0,0.87,3,183,4,0,0,0,RandD,low
7326,81.0,0.56,4,262,3,0,0,0,RandD,medium
7327,61.0,0.78,4,244,4,0,0,0,RandD,medium
7328,23.0,0.96,4,242,6,0,0,0,marketing,medium
7329,73.0,1.0,4,146,3,0,0,0,sales,medium
7330,40.0,0.65,4,252,6,0,0,0,accounting,medium
7331,99.0,0.63,5,229,2,0,0,0,support,medium
7332,62.0,0.54,4,170,3,0,0,0,technical,medium
7333,61.0,0.93,3,250,4,0,0,0,management,medium
7334,90.0,0.98,2,243,3,0,0,0,marketing,medium
7335,93.0,0.67,4,135,3,1,0,0,marketing,medium
7336,52.0,0.75,4,266,3,0,0,0,marketing,medium
7337,77.0,0.72,4,223,3,0,0,0,sales,medium
7338,59.0,0.76,4,234,3,0,0,0,sales,high
7339,51.0,0.59,4,187,3,0,0,0,sales,low
7340,67.0,0.95,3,229,3,0,0,0,sales,medium
7341,95.0,0.65,3,155,2,1,0,0,sales,medium
7342,75.0,0.76,3,246,3,0,0,0,sales,medium
7343,54.0,0.61,3,152,3,0,0,0,sales,medium
7344,45.0,0.71,2,172,2,0,0,0,sales,low
7345,66.0,0.66,4,255,5,0,0,0,sales,low
7346,36.0,0.69,3,98,2,0,0,0,sales,low
7347,30.0,0.47,6,141,6,0,0,0,sales,low
7348,61.0,0.63,4,146,4,1,0,0,sales,low
7349,71.0,0.7,4,213,3,0,0,0,sales,low
7350,60.0,0.99,4,160,3,0,0,0,sales,low
7351,19.0,0.61,3,272,4,0,0,0,sales,low
7352,91.0,1.0,4,125,4,0,0,0,sales,medium
7353,98.0,0.69,3,152,2,0,0,0,sales,medium
7354,90.0,0.78,3,162,2,0,0,0,sales,medium
7355,73.0,0.94,3,251,6,0,0,0,sales,medium
7356,52.0,0.56,3,225,3,0,0,0,accounting,medium
7357,77.0,0.56,3,236,3,1,0,0,accounting,medium
7358,98.0,0.62,3,203,2,0,0,0,accounting,medium
7359,79.0,0.5,4,252,3,1,0,0,hr,medium
7360,73.0,0.91,3,135,2,0,0,0,hr,medium
7361,97.0,0.95,3,257,2,0,0,0,hr,medium
7362,38.0,0.6,5,145,5,0,0,0,hr,medium
7363,59.0,0.48,5,267,3,0,0,0,technical,medium
7364,73.0,0.79,4,208,5,0,0,0,technical,medium
7365,84.0,0.53,4,206,3,0,0,0,technical,medium
7366,61.0,0.59,4,247,2,0,0,0,technical,medium
7367,79.0,0.78,2,228,2,0,0,0,technical,medium
7368,73.0,0.91,4,248,2,1,0,0,technical,medium
7369,22.0,0.9,4,209,5,0,0,0,technical,medium
7370,84.0,0.52,5,171,3,0,0,0,technical,medium
7371,21.0,0.85,6,221,5,0,0,0,technical,medium
7372,44.0,0.69,2,173,2,0,0,0,technical,medium
7373,20.0,0.52,5,218,5,0,0,0,technical,medium
7374,51.0,0.86,4,223,3,1,0,0,support,medium
7375,55.00000000000001,0.98,3,169,2,0,0,0,support,medium
7376,24.0,0.38,6,109,2,0,0,0,support,medium
7377,65.0,0.77,4,273,2,0,0,0,support,high
7378,44.0,0.42,3,178,3,0,0,0,support,high
7379,98.0,0.67,4,189,4,0,0,0,support,high
7380,69.0,0.8,5,203,2,1,0,0,support,high
7381,71.0,0.56,3,177,4,0,0,0,support,high
7382,54.0,0.71,5,253,2,1,0,0,support,high
7383,77.0,0.98,3,273,3,0,0,0,support,high
7384,53.0,0.43,2,139,3,0,0,0,support,high
7385,64.0,0.72,3,185,2,1,0,0,technical,high
7386,69.0,0.59,5,182,4,0,0,0,technical,high
7387,93.0,0.71,5,270,2,0,0,0,technical,high
7388,57.99999999999999,0.65,3,139,4,0,0,0,management,high
7389,33.0,0.46,5,261,6,1,0,0,IT,low
7390,95.0,0.57,3,238,3,0,0,0,IT,low
7391,65.0,0.9,3,241,3,0,0,0,IT,low
7392,90.0,0.7,3,223,2,0,0,0,IT,low
7393,59.0,0.8,3,258,3,1,0,0,IT,low
7394,88.0,0.55,4,205,4,0,0,0,product_mng,low
7395,63.0,0.83,4,243,4,0,0,0,product_mng,low
7396,53.0,0.61,4,198,2,0,0,0,product_mng,low
7397,63.0,0.64,4,178,3,0,0,0,product_mng,low
7398,96.0,0.76,4,158,3,0,0,0,IT,low
7399,70.0,0.73,3,194,2,0,0,0,RandD,low
7400,73.0,0.36,4,253,2,1,0,0,RandD,low
7401,94.0,0.8,4,228,2,0,0,0,RandD,low
7402,82.0,0.58,5,227,3,0,0,0,RandD,low
7403,44.0,0.63,3,162,2,0,0,0,RandD,low
7404,57.99999999999999,0.9,5,257,3,0,0,0,marketing,medium
7405,55.00000000000001,0.97,2,140,2,0,0,0,sales,medium
7406,92.0,0.84,3,164,2,0,0,0,accounting,medium
7407,91.0,0.59,4,177,4,0,0,0,support,medium
7408,69.0,0.61,4,260,4,0,0,0,technical,medium
7409,23.0,0.7,4,233,2,0,0,0,management,medium
7410,21.0,0.81,4,227,5,0,0,0,marketing,medium
7411,51.0,0.6,4,140,3,0,0,0,marketing,medium
7412,73.0,0.74,3,254,4,1,0,0,marketing,medium
7413,65.0,0.67,3,245,3,0,0,0,sales,medium
7414,64.0,0.48,2,157,2,0,0,0,sales,medium
7415,77.0,0.49,3,265,3,0,0,0,sales,medium
7416,71.0,0.79,4,261,3,0,0,0,sales,high
7417,20.0,0.38,6,212,6,0,0,0,sales,high
7418,99.0,0.57,4,216,3,0,0,0,sales,high
7419,77.0,0.57,4,238,3,0,0,0,sales,high
7420,80.0,0.56,2,204,3,0,0,0,sales,high
7421,97.0,0.5,4,216,2,0,0,0,sales,high
7422,89.0,0.53,4,208,3,0,0,0,sales,high
7423,97.0,0.7,4,218,2,0,0,0,sales,high
7424,23.0,0.99,5,176,4,1,0,0,sales,low
7425,60.0,0.75,4,144,2,0,0,0,sales,low
7426,52.0,0.63,5,241,3,0,0,0,sales,low
7427,86.0,0.63,3,271,2,0,0,0,sales,low
7428,86.0,0.95,4,184,3,0,0,0,sales,low
7429,76.0,0.58,3,262,2,0,0,0,sales,low
7430,79.0,0.77,6,233,6,0,0,0,sales,low
7431,35.0,0.52,3,155,3,0,0,0,sales,low
7432,100.0,0.97,5,141,2,0,0,0,accounting,medium
7433,20.0,0.8,6,251,5,0,0,0,accounting,medium
7434,56.99999999999999,0.62,5,141,3,0,0,0,accounting,medium
7435,23.0,0.46,4,274,5,1,0,0,hr,medium
7436,82.0,0.97,3,160,2,0,0,0,hr,medium
7437,98.0,0.8,3,166,2,0,0,0,hr,medium
7438,52.0,0.7,4,219,3,0,0,0,hr,medium
7439,96.0,0.61,4,158,6,0,0,0,technical,medium
